card_code,store_name,store_address
02NJ0403,ARAIN ENTERPRISES GREEN ACRES,"1297 CENTENIAL AVE #4, PISCATAWAY, NJ 08854"
02NJ0420,BASIL BANDWAGON NATURAL MKT,"239 N UNION ST, LAMBERTVILLE, NJ 08530"
02NJ0560,NATURAL FOODS APOTHECARY,"679 BACHELOR STREET, TOMS RIVER, NJ 08753"
02NJ0606,GREEN STREET MKT,"3156 ROUTE 9 SOUTH, RIO GRANDE, NJ 08242"
02NJ0693,ORGANIC BASIC FOOD LLC,"204 WASHINGTON ST, HOBOKEN, NJ 07030"
02NJ0774,HAARS HEALTH FOODS,"1437 S. DELSEA DRIVE, VINELAND, NJ 08360"
02NJ0793,GREENS NATURAL FDS CHESTER,"3800NORTH 28TH WAY #1, HOLLYWOOD, FL 33020"
02NJ0893,NATURES HOUSE,"159-61 NEWARK AVE, JERSEY CITY, NJ 07302"
02NJ1021,NATURAL HEALTH,"LAUREL HILL PLAZA #1, CLEMENTON, NJ 08021"
02NJ1021,NATURAL HEALTH MARKET,"2001 COLLEGE  DRIVE, CLEMENTON, NJ 08021"
02NJ1021,NATURAL HEALTH MARKET,"4414 82ND ST #103, LUBBOCK, TX 79424"
02NJ1107,ESSENTIAL ELEMENTS,"1332 TILTON RD, NORTHFIELD, NJ 08225"
02NJ1489,AYLWARDS HEALTH FOODS,"14 N. VAN BRUNT ST., ENGLEWOOD, NJ 07631"
02NJ2109,GNC #2109,"700 PLAZA DR, SECAUCUS, NJ 07094"
02NJ2244,CALIFON NATURAL FOODS,"438 COUNTY ROAD 513 STE#14, CALIFON, NJ ;07830"
02NJ2244,CALIFON NATURAL FOODS,"438 COUNTY ROAD 513 STE#14, CALIFON, NJ 7830"
02NJ2290,HEALTHWORKS,"786 HADDON AVE, COLLINGSWOOD, NJ 08108"
02NJ3140,HEALTH FAIR,"625 BRANCH AVE, LITTLE SILVER, NJ 07739"
02NJ3353,HEALTH MATTERS FDS AND VITS,"519 ARNOLD AVE, PT.PLEASANT BCH, NJ 08742"
02NJ3353,HEALTH MATTERS          CW,"519 ARNOLD AVENUE, POINT PLEASANT BEACH, NJ 08742"
02NJ3400,COLONIA NATURAL PHARMACY,"515 INMAN AVE, COLONIA, NJ 07067"
02NJ3555A,THE WELLNESS CENTER PHARMACY,"3117 US HWY 9 NORTH, OLD BRIDGE, NJ 08857"
02NJ3637,NATURES NUTRITION,"383 BRICK BLVD, BRICK, NJ 08723"
02NJ3642,SPROUTS FARMERS MKT #946,"640 W CUTHBERT BLVD, HADDON TOWNSHIP, NJ 08108"
02NJ3771,ANIMAL HOUSE,"705 ASBURY AVE, OCEAN CITY, NJ 08226"
02NJ3900,GREEN LIFE MARKET,"238 NEWTON SPARTA RD, NEWTON, NJ 07860"
02NJ4468,HEALTHWORKS,"786 HADDON AVE, COLLINGSWOOD, NJ 08108-3739"
02NJ4950,SOULBERRY MARKET SPRING LAKE LLC,"2407 NJ 71  SUITE #3, SPRING LAKE, NJ 07762"
02NJ4950,SOULBERRY NATURAL MARKET @,"2407 HWY 71, SPRING LAKE, NJ 07762"
02NJ4950,SOULBERRY NATURAL MARKET,"2407 NJ 71 SUITE #3, SPRING LAKE, NJ 7762"
02NJ5060,GNC #5060,"10 HICKORY LN, GRREN BROOK, NJ 08812"
02NJ5250,NATURES FOOD INC,"7 NAUGHRIGHT RD, HACKETTSTOWN, NJ 07840"
02NJ5497,CENTRO DE SALUD NATURAL CESANA,"292 PARK AVE, PATERSON, NJ 7513"
02NJ5700A,ROSELLE HEALTH PLUS LLC,"125 E 2ND AVE, ROSELLE, NJ 07203"
02NJ5737,BASIL BANDWAGON NATURAL,"MARKET     W, FLEMINGTON, NJ 8822"
02NJ5804,NATURES PAVILION II,"481 STATE RT 23 SOUTH, POMPTON PLAINS, NJ 07444"
02NJ6001,HEALTH FOODS PLUS,"PO BOX 299, VINELAND, NJ 08362"
02NJ6766,BLAIRSTOWN NATURAL FOODS,"28 MAIN ST, BLAIRSTOWN, NJ 7825"
02NJ7045,GREEN LIFE MARKET,"259 HIGH CREST DRIVE, WEST MILFORD, NJ 07480"
02NJ7306,OLIVE MAY HEALTH FOODS,"516 MAIN ST, EAST ORANGE, NJ 07018"
02NJ7325,GREENS NATURAL FDS OCEAN TWP,"3800 NORTH 28TH WAY #1, HOLLYWOOD, FL 33020"
02NJ7328,GREENS NATURAL FDS SHREWSBURY,"3800 NORTH 28TH WAY #1, HOLLYWOOD, FL 33020"
02NJ7673,GNC #7673,"1550 ROUTE 46 WEST, WOODLAND PARK, NJ 07424"
02NJ7721,SPROUTS FARMERS MKT #947,"327 HIGHWAY 35, ABERDEEN, NJ 07721"
02NJ8228,SPROUTS FARMERS MKT #945,"227 ROUTE 73 S, MARLTON, NJ 08053"
02NJ8316,HEALTH TREE,"240 S WHITE HORSE PIKE STE C-7, HAMMONTON, NJ 08037"
02NJ8316,THE HEALTH TREE,"240 S. WHITE HORSE PIKE, HAMMONTON, NJ 8037"
02NJ8555,GREEN LIFE EXPRESS,"265 ROUTE 94, VERNON, NJ 07462"
02NJ9084,GREENS NATURAL FDS OF BASKING RIDGE,"3800 NORTH 28TH WAY #1, HOLLYWOOD, FL 33020"
02NJ9355,AUNT DEBBIE'S HEALTH FOOD STORE,"816 N MAIN ST, PLEASANTVILLE, NJ 08232"
02NM0212,LA MONTANITA CO-OP,"2400 RIO GRANDE BLVD NW, ALBUQUERQUE, NM 87104"
02NM0400,NG VITAMIN COTTAGE AW U037,"921 PAT D'ARCO HWY, RIO RANCHO, NM 87124"
02NM0710,SPROUTS FARMERS KT #710,"3575 NM HIGHWAY 528 NE BUILDING C, RIO RANCHO, NM 87144"
02NM0710,SPROUTS FARMERS MKT #710,"3575 NM HIGHWAY 528 NE BUILDING C, RIO RANCHO, NM 87144"
02NM1140,SPROUTS FARMERS MKT #706,"199 PASEO DE PERALTA, SANTA FE, NM 87501"
02NM1900,SPROUTS FARMERS MKT #705,"3201 ZAFARANO DR STE 20, SANTA FE, NM 87507"
02NM1991,TAOS HERB COMPANY,"710 PASEO DEL PUEBLO SUR STE J, TAOS, NM 87571"
02NM2447,SPROUTS FARMERS MKT #703,"11205 MONTGOMERY BLVD NE, ALBUQUERQUE, NM 87111"
02NM3291,HEALTHY CHOICES,"205 W CHURCH ST, CARLSBAD, NM 88220"
02NM3291,HEALTHY CHOICES        CW,"205 W. CHURCH STREET, CARLSBAD, NM 88220"
02NM3680,SPROUTS FARMERS MKT #709,"2340 E LOHMAN AVE, LAS CRUCES, NM 88001"
02NM3884,ALBERTSON'S MARKET #937,"10131 COORS RD, ALBUQUERQUE, NM 87114"
02NM3901,BACK TO THE BASICS,"959 HIGHWAY 314 SW STE A, LOS LUNAS, NM 87031"
02NM5054,NG VITAMIN COTTAGE LO-U162,"1501 TRINITY DR, LOS ALAMOS, NM 87544"
02NM5054,NG VITAMIN COTTAGE LO U162,"1501 TRINITY DR, LOS ALAMOS, NM 87544"
02NM5127,SPROUTS FARMERS MKT #702,"5112 LOMAS BLVD NE, ALBUQUERQUE, NM 87110"
02NM6400,NG VITAMIN COTTAGE FT U042,"700 E 20TH ST, FARMINGTON, NM 87401"
02NM7000,SPROUTS FARMERS MKT #704,"6300 A SAN MATEO BLVD, ALBUQUERQUE, NM 87109"
02NM7123,SPROUTS FARMERS MKT #707,"13150 CENTRAL AVE SE, ALBUQUERQUE, NM 87123"
02NM7300,NG VITAMIN COTTAGE AL U019,"4625 WYOMING BLVD NE, ALBUQUERQUE, NM 87111"
02NM7900,SPROUTS FARMERS MKT #701,"10701 CORRALES RD NW, ALBUQUERQUE, NM 87114"
02NM8011,NG VITAMIN COTTAGE LS U082,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02NM8139,SEMILLA NATURAL FOODS,"510 UNIVERSITY AVE, LAS VEGAS, NM 87701"
02NM8712,SPROUTS FARMERS MKT #708,"5600 COORS BLVD, ALBUQUERQUE, NM 87120"
02NM9763,MOSES KOUNTRY HLTH FD ST,"7115 4TH STREET N W, ALBUQUERQUE, NM 87107"
02NM9763,MOSES KOUNTRY HEALTH FOOD,"7115 4TH. STREET N.W., ALBUQUERQUE, NM 87107"
02NV0210,SPROUTS FARMERS MKT #511,"125 DISC DRIVE, SPARKS, NV 89436"
02NV0650,SPROUTS FARMERS MKT #501,"3365 E TROPICANA, LAS VEGAS, NV 89121"
02NV1055,SPROUTS FARMERS MKT #508,"587 S MEADOWS PKWY, RENO, NV 89521"
02NV1099,HERBALLY GROUNDED B,"3744 MEADE AVE STE 11A, LAS VEGAS, NV 89102"
02NV2451,DUBOIS HEALTH CENTER,"1851 N Carson St, CARSON CITY, NV 89701"
02NV2494,STAY HEALTHY,"840 S RANCHO DR STE 14, LAS VEGAS, NV 89106"
02NV2620,THE HERB LADY,"1023 N ROCK BLVD STE C, SPARKS, NV 89431"
02NV2777,SPROUTS FARMERS MKT #503,"635 S GREEN VALLEY PARKWAY, HENDERSON, NV 89052"
02NV3169,WELLNESS 2000 INTL INC,"1234 WYOMING ST, BOULDER CITY, NV 89005"
02NV3490,SPROUTS FARMERS MKT #558,"6150 N DECATUR BLVD STE 600, LAS VEGAS, NV 89130"
02NV3830,SPROUTS FARMERS MKT #506,"8441 FARM RD, LAS VEGAS, NV 89131"
02NV3979,SPROUTS FARMERS MKT #560,"299 E PLUMB LN STE 120, RENO, NV 89502"
02NV4330,SPROUTS FARMERS MKT #559,"771 S RAINBOW BLVD STE #130, LAS VEGAS, NV 89145"
02NV4441,HERBALLY GROUNDED,"4441 W CHARLESTON BLVD, LAS VEGAS, NV 89102"
02NV4450,SPROUTS FARMERS MKT #510,"7375 S RAINBOW BLVD, LAS VEGAS, NV 89139"
02NV4467,NG VITAMIN COTTAGE IV #U171,"873 TAHOE BLVD, INCLINE VILLAGE, NV 89451"
02NV4467,NG VITAMIN COTTAGE IV U171,"873 TAHOE BLVD, INCLINE VILLAGE, NV 89451"
02NV4836,ELITE HEALTH FOODS,"2730 GREEN VALLEY PKWY, HENDERSON, NV 89014"
02NV4888,SPROUTS FARMERS MKT #502,"4020 S RAINBOW BLVD, LAS VEGAS, NV 89103"
02NV5060,SPROUTS FARMERS MKT #505,"10000 W SAHARA AVE SUITE 180, LAS VEGAS, NV 89117"
02NV5697,DRES C MARTA ALVARADO,"4880 E BONANZA RD, LAS VEGAS, NV 89110"
02NV5697,MANANTIAL DE SALUD LLC,"4880 E BONANZA RD, LAS VEGAS, NV 89110"
02NV5697A,MANANTIAL DE SALUD,"4880 E. BONANZA RD, LAS VEGAS, NV 89110"
02NV6362,SPROUTS FARMERS MKT #561,"6506 N LOSEE ROAD, NORTH LAS VEGAS, NV 89086"
02NV6833,VEGAS DISCOUNT NUTRITION,"2057 E MAULE AVE STE 102, LAS VEGAS, NV 89119"
02NV7026,VITAMIN EXPRESS,"8370 W CHEYENNE AVE STE 105, LAS VEGAS, NV 89129"
02NV7095,SPROUTS FARMERS MKT #504,"515 N STEPHANIE ST, HENDERSON, NV 89014"
02NV8818,NATURAL NUTRITION HF,"1900 E IDAHO #106, ELKO, NV 89801"
02NV8901,SPROUTS FARMERS MKT #562,"280 W LAKE MEAD PARKWAY, HENDERSON, NV 89015"
02NV9014,NG VITAMIN COTTAGE HS U122,"1660 W SUNSET RD, HENDERSON, NV 89014"
02NV9027,DIXIE NUTRITION MESQUITE,"PO BOX 879, SAINT GEORGE, UT 84771"
02NV9031A,NG VITAMIN COTTAGE VN U123,"6305 SIMMONS ST, NORTH LAS VEGAS, NV 89031"
02NV9108,VEGAS DISCOUNT NUTRITION,"2057 E MAULE AVE STE 102, LAS VEGAS, NV 89119"
02NV9120,VEGAS DISCOUNT NUTRITION,"2057 E MAULE AVE STE 102, LAS VEGAS, NV 89119"
02NV9123,SPROUTS FARMERS MKT #509,"1140 E SILVERADO RANCH BLVD, LAS VEGAS, NV 89183"
02NV9128,SPROUTS FARMERS MKT #507,"7530 W LAKE MEAD BLVD, LAS VEGAS, NV 89128"
02NV9139,VEGAS DISCOUNT NUTRITION BLUE DIAMOND,"2057 E MAULE AVE STE 102, LAS VEGAS, NV 89119"
02NV9297,PURE HEALTH FOODS,"7575 W WASHINGTON AVE STE 129, LAS VEGAS, NV 89128"
02NV9509,NG VITAMIN COTTAGE RN U091,"12612 W ALAMEDA PKWY, LAKEWOOD, CO 80228"
02NV9887,PURE LIFE BODY AND HEALTH,"STE B303, HENDERSON, NV 89012"
02NY0002,DOWN 2 EARTH,"1 MEADOW ROAD SUITE 115, FLORIDA, NY 10921"
02NY0069,GOOD EARTH NATURAL FOODS,"2068 COLLEGE AVE, ELMIRA HEIGHTS, NY 14903"
02NY0104,DARISI INC,"19-35 HAZEN ST, EAST ELMHURST, NY 11370"
02NY0125,DIVINE HEALTH,"630 FLUSHING AVE, BROOKLYN, NY 11206"
02NY0136,DOWNTOWN NATURAL MARKET,"84-01 37TH AVE, JACKSON HEIGHTS, NY 11372"
02NY0136,DOWNTOWN NATURAL MARKET 3,"8401 37TH AVE, JACKSON HEIGHTS, NY 11372-7338"
02NY0166,ORGANIC PLANET,"205 NORTH 9TH ST, BROOKLYN, NY 11211"
02NY0182,NEIL'S NATURAL MKT,"46-10 HOLLIS COURT BLVD, FLUSHING, NY 11358"
02NY0193,NEW LIFE,"200-9 DYCMAN ST, NEW YORK, NY 10040"
02NY0198,NEW LONDON PHARMACY,"246 8TH AVE, NEW YORK, NY 10011"
02NY0215,TREE OF LIFE RX INC,"2472 CONEY ISLAND AVE, BROOKLYN, NY 11223"
02NY0260,DOWN TO EARTH WHOLE FDS,"305 GRANT AVE, ENDICOTT, NY 13760"
02NY0262,FOREVER YOUNG,"2391 GRAND CONCOURSE, BRONX, NY 10468"
02NY0262,FOREVER YOUNG HEALTH FOOD,"2391 GRAND CONCOURSE, BRONX, NY 10468"
02NY0370,NATURES PANTRY,"436 BLOOMING GROVE TURNPIKE, NEW WINDSOR, NY 12553"
02NY0376,PRIORITY HEALTH,"4624 16TH AVE, BROOKLYN, NY 11204"
02NY0383,HONEST WEIGHT FOOD COOP,"100 WATERVLIET AVE, ALBANY, NY 12206"
02NY0408,HEALTH FOOD AND VIT CITY,"400 W. 23RD ST., NEW YORK, NY 10011"
02NY0456,GREENPOINT NATURAL MARKET INC,"1021 MANHATTAN AVE, BROOKLYN, NY 11222"
02NY0460,GREENBAY ESSENTIALS,"32-08 BROADWAY, ASTORIA, NY 11106"
02NY0460,GREENBAY ESSENTIALS,"3208 BROADWAY, ASTORIA, NY 11106"
02NY0475,NEW YORK LIFE EXTENSION,"1942 E. 8TH ST., BROOKLYN, NY 11223"
02NY0551,GREEN PLANET GROCERY,"3514 W GENESSE, SYRACUSE, NY 13219"
02NY0565,BACK TO NATURE HEALTH FOOD INC,"1807 HYLAN BLVD, STATEN ISLAND, NY 10305"
02NY0575,FOOD WAY,"5147 69TH ST, QUEENS, NY 11377"
02NY0860,VITA GLO,"3990 NEW COURT RD, SYRACUSE, NY 13206"
02NY0912,HEALTH PANTRY OF NY INC,"1434 CONEY ISLAND AVE, BROOKLYN, NY 11230"
02NY0985,AMBROSIA HEALTH FOODS,"3306 CHURCH AVE, BROOKLYN, NY 11203"
02NY1000,FEEL RITE FRESH MARKET,"5425 TRANSIT RD, WILLIAMSVILLE, NY 14221"
02NY1100,BROADWAY NATURAL,"3007 BROADWAY, ASTORIA, NY 11106"
02NY1105,NATURAL FRONTIER MARKET,"31-28 DITMAR'S BLVD, ASTORIA, NY 11105"
02NY1250,SANO HEALTH FOOD CENTER INC,"4069 BROADWAY, NEW YORK, NY 10032"
02NY1274,GREENS NATURAL FOODS  MOUNT KISCO,"666 LEXINGTON AVE #1, MOUNT KISCO, NY 10549"
02NY1288,BEACON NATURAL MKT,"348 MAIN STREET, BEACON, NY 12508"
02NY1288A,BEACON NATURAL MARKET,"348 MAIN STREET, BEACON, NY 12508"
02NY1288A,BEACON NATURAL MARKET @,"348 MAIN STREET, BEACON, NY 12508"
02NY1441,VALLEY HEALTH PLAZA,"243 ROCKAWAY AVE, VALLEY STREAM, NY 11580"
02NY1546,JFK TRAVEL CENTER,"TERMINAL 1 JFK AIRPORT, JAMAICA, NY 11430"
02NY1613A,PASTORE'S GREEN GROCER NATURAL FOODS INC,"1505 ROUTE 9, HALFMOON, NY 12065"
02NY1702,Y & R SALES USA INC,"382 ROUTE 59 STE 268, AIRMONT, NY 10952"
02NY1923,PROHEALTH 123,"4709 13TH AVE, BROOKLYN, NY 11219"
02NY2027,CAFE BELLA NATURAL HEALTHY FOOD,"235 ROBBINS LANE, SYOSSET, NY 11791"
02NY2163,GREEN PLANET GROCERY,"250 W SENECA ST STE C, OSWEGO, NY 13126"
02NY2323,LORIS NATURAL FOODS CTR,"900 JEFFERSON ROAD, ROCHESTER, NY 14623"
02NY2463A,MUSTARD SEED,"969 ARSENAL ST, WATERTOWN, NY 13601"
02NY2463A,THE MUSTARD SEED,"969 ARSENAL ST, WATERTOWN, NY 13601"
02NY2717,MOTHER EARTH HEALTH FOODS,"733 SOUTH BAY RD, N SYRACUSE, NY 13212"
02NY2817,WILLNER CHEMISTS,"100 PARK AVE, NEW YORK, NY 10017"
02NY2955,WATKINS HEALTH FOODS,"46 W 125TH ST, NEW YORK, NY 10027"
02NY3333,A MATTER OF HEALTH #2,"138 ROCKLAND PLZ, NANUET, NY 10954"
02NY3385,FEEL RITE HLTH FOOD SHOP,"3912 MAPLE ROAD, AMHERST, NY 14226"
02NY3760A,7 GRAINS HEALTH FOOD STORE,"2322 ADAM CLAYTON POWELL  JR BLVD, NEW YORK, NY 10030"
02NY3781,A MATTER OF HEALTH #3,"1347 1ST AVENUE, NEW YORK, NY 10021"
02NY3953A,NATURAL FRONTIER #4,"1102 CORTELYOU ROAD, BROOKLYN, NY 11218"
02NY4153,RYE BEACH PHARMACY,"464 FOREST AVE, RYE, NY 10580"
02NY4335,GOOD N NATURAL,"2173 WHITE PLAINS RD., BRONX, NY 10462"
02NY4542,DISCOUNT NATURAL FOODS,"3990 NEW COURT AVE, SYRACUSE, NY 13206"
02NY4627,TONY'S COUNTRY LIFE FOOD,"1316 FULTON ST, BROOKLYN, NY 11216"
02NY4627,TONYS COUNTRY LIFE FOOD,"1316 FULTON STREET, BROOKLYN, NY 11216"
02NY4670,FOUR SEASONS,"33 PHILA ST., SARATOGA SPRNGS, NY 12866"
02NY5262,WESTERLY NATURAL MKT,"913 8TH AVE, NEW YORK, NY 10019"
02NY5481,GREENS NATURAL FOODS EASTCHESTER,"6300 N WICKHAM RD #132, MELBOURNE, FL 32940"
02NY6160A,BAY CARE PHARMACY      CW,"8515 BAY PARKWAY, BROOKLYN, NY 11214"
02NY6214,GREENS NATURAL FOODS SOMERS,"6300 N WICKHAM RD #132, MELBOURNE, FL 32940"
02NY6500,QUEENS HEALTH EMPORIUM,"15901 HORACE HARDING EXPY, FLUSHING, NY 11365"
02NY6620,FEEL RITE HLTH SHOPPE,"3521 SENECA ST, WEST SENECA, NY 14224"
02NY6694,FEEL RITE HLTH FD SHOPPE,"6000 SOUTH PARK AVENUE, HAMBURG, NY 14075"
02NY7120,VITAMIN HUT,"2123 49TH AVE, LONG ISLAND CITY, NY 11101"
02NY7527,NATURALLY HEALTHY,"150 WYCKOFF AVE, BROOKLYN, NY 11237"
02NY7661A,FEEL RITE HEALTH SHOPPE,"2141 DELAWARE AVE., BUFFALO, NY 14216"
02NY8105,THE HEALTH CONNECTION,"702-704 SUIT A4 FREEDOM PLAINS, POUGHKEEPSIE, NY 12603"
02NY8199,PIPING ROCK HEALTH PRODUCTS LLC,"2120 SMITHTOWN AVE, RONKONKOMA, NY 11779"
02NY8555,NATURE'S PRESCRIPTIONS LLC,"529 50TH AVE, LONG ISLAND CITY, NY 11101"
02NY9000,FORCES OF NATURE,"1608 SHEEPSHEAD BAY RD, BROOKLYN, NY 11235"
02NY9120,AURA SALT CAVE        CW,"6429 TRANSIT RD, EAST AMHERST, NY 14051"
02NY9146,GREENS NATURAL FOODS BRIARCLIFF,"6300N WICKHAM RD #132, MELBOURNE, FL 32940"
02NY9202,FOOD FOR HEALTH,"1653 THIRD AVE, NEW YORK, NY 10128"
02NY9202,FOOD FOR HEALTH,"1653 THIRD AVE., NEW YORK, NY 10128"
02OH0008,HEALTH MATTERS,"900 WEST MAIN STREET, WASHINGTONVILLE, OH 44490"
02OH0008,HEALTH MATTERS,"900 WEST MAIN ST., WASHINGTONVILLE, OH 44490"
02OH0052,FOODS FOR LIVING,"1770 S. JEFFERSON AVE  STE 2, DEFIANCE, OH 43512"
02OH0084,A&M HERBS,"6845 TOWNSHIP ROAD 569, FREDERICKSBURG, OH 44627"
02OH0103,VITA NET HEALTH FOODS LLC,"887 EDISON ST NW, HARTVILLE, OH 44632"
02OH0107,HEALTH PLUS NATURAL FOODS LTD,"1212 A HULL ROAD, SANDUSKY, OH 44870"
02OH0109,MT HOPE COUNTRY HLTH,"P.O. BOX 146, MT HOPE, OH 44660"
02OH0138,HEALTHY HEART,"2354 S. UNION AVE, ALLIANCE, OH 44601"
02OH0157,NATURES CORNER,"PO BOX 270, FT RECOVERY, OH 45846"
02OH0157,NATURE'S CORNER,"133 N. WAYNE ST., FORT RECOVERY, OH 45846"
02OH0166,"ACORN VITAMINS, LLC","1265 S CLEVELAND AND MASSILLON RD, AKRON, OH 44321"
02OH0190,COMFREY CORNER,"625 LEXINGTON AVE, MANSFIELD, OH 44907"
02OH0190,COMFREY CORNER-STERKEL,"625 LEXINGTON AVE STE#5, MANSFIELD, OH 44907"
02OH0300,NATURAL LIFE,"2946 WASSON RD, CINCINNATI, OH 45209"
02OH0300,NATURAL LIFE NUTRITION SHOPPE,"2946 WASSON ROAD, CINCINNATI, OH 45209"
02OH0361,THE VITAMIN DEPOT INC,"620 SOUTH AVE, TALLMADGE, OH 44278"
02OH0431,FAIRBORN NATURAL FOODS,"146 NORTH BROAD ST., FAIRBORN, OH 45324"
02OH0431,FAIRBORN NATURAL FOODS,"146 N BROAD ST, FAIRBORN, OH 45324"
02OH0431,FAIRBORN NATURAL FOODS,"146 NORTH BROAD STREET, FAIRBORN, OH 45324"
02OH0556,LITTLE SHOP OF HEALTH,"2810 MAPLE AVENUE #C, ZANESVILLE, OH 43701"
02OH0556,LITTLE SHOP OF HEALTH  CW,"2810 MAPLE AVENUE #C, ZANESVILLE, OH 43701"
02OH0600,G AND SHIRLEYS VITAMINS,"5844 HAMILTON AVE, CINCINNATI, OH 45224"
02OH0710,MAHLON LEHMAN,"805 COUNTY RD 175, WEST SALEM, OH 44287"
02OH08000,HEALTHY ALTERNATIVES,"8258 N MAIN STREET, DAYTON, OH 45415"
02OH08000,HEALTHY ALTERNATIVE DAYTON,"8258 N. MAIN ST., DAYTON, OH 45415"
02OH08000,HEALTHY ALTERNATIVE,"8258 N. MAIN ST., DAYTON, OH 45415"
02OH08000,HEALTHY ALTERNATIVES MKT,"100 S CLINTON STREET, DAYTON, OH 45402"
02OH08000,HEALTHY ALTERNATIVES MARKT,"2235 FAIRFIELD RD, BEAVERCREEK, OH 45431"
02OH0877,HOBART HEALTH FOODS,"4627 GREAT NORTHERN BLVD, NORTH OLMSTED, OH 44070"
02OH0994,NATURAL FOODS PLUS,"2901 PHILADELPHIA DR, DAYTON, OH 45405"
02OH0994,NATURAL FOODS PLUS,"2901 PHILADELPHIA DRIVE, DAYTON, OH 45405"
02OH1150,HEALTH FOODS BY CLAUDIA,"3904 SECOR RD, TOLEDO, OH 43623"
02OH1231,QUEST FOR HEALTH,"16074 E HIGH STREET, MIDDLEFIELD, OH 44062"
02OH1500,DOVER HEALTHY ALT,"320 N WOOSTER AVE, DOVER, OH 44622"
02OH1500,DOVER HEALTHY ALTERNATIVES,"320 N WOOSTER AVE, DOVER, OH 44622"
02OH1500,DOVER HEALTHY ALTERNATIVS,"320 N. WOOSTER, DOVER, OH 44622"
02OH1515,HEALTH FOOD CENTER,"6015 MARKET ST, BOARDMAN, OH 44512"
02OH1647,BERRY'S NATURAL FOOD MKT,"4405 MAHONING AVE, YOUNGSTOWN, OH 44515"
02OH1647,BERRY'S NAT FD MKT     CW,"4405 MAHONING AVE, YOUNGSTOWN, OH 44515"
02OH1668,CELINA'S BEST YOGURT & HEALTH FDS,"703 EAST MARKET ST, CELINA, OH 45822"
02OH1708,NATURAL HEALTH CENTER,"917 WHEELING AVENUE, CAMBRIDGE, OH 43725"
02OH2202,MT. HOPE  COUNTRY STORE,"8129 STATE ROUTE 241, MILLERSBURG, OH 44654"
02OH2202,MT. HOPE COUNTRY HEALTH STORE,"8129 STATE ROUTE 241, MILLERSBURG, OH 44654"
02OH2347,FOODS FOR LIVING,"1770 S. JEFFERSON AVE, DEFIANCE, OH 43512"
02OH2659,SCHLARMANS HEALTH CENTER,"MINSTER ROAD, FORT RECOVERY, OH 45846"
02OH2659,SCHLARMAN'S HEALTH CENTER,"2941 FT. RECOVERY MINSTER RD., FORT RECOVERY, OH 45846"
02OH2711,VITAMIN DEPOT    CW,"620 SOUTH AVE, TALLMADGE, OH 44278"
02OH2711,VITAMIN DEPOT     CW,"620 SOUTH AVE, TALLMADGE, OH 44278"
02OH2878,KENT NATURAL FOODS,"151 EAST MAIN STREET, KENT, OH 44240"
02OH2878,KENT NATURAL FOOD COOP,"151 E MAIN ST, KENT, OH 44240"
02OH3020,GOOD EARTH,"1031 S SHANNON ST, VAN WERT, OH 45891-2244"
02OH3215,DAVES SUPERMARKET -VICTORIAN VILL,"5300 RICHMOND ROAD, BEDFORD, OH 44146"
02OH3411,LAMERS DISTRIBUTING,"298 Baldwin Dr, Berea, OH 44017"
02OH3666,AMY'S NATURAL NUTRITION,"10148 AMBERWOOD, CINCINNATI, OH 45241"
02OH3939,EARTH FARE #605,"PO BOX 16947, ASHEVILLE, NC 28816"
02OH4102,DAVES SUPERMARKET - CLEVELAND,"PO BOX 228000, BEDFORD HEIGHTS, OH 44122"
02OH4244,OLYMPIA HEALTH FOOD CNT,"1201 E STROOP RD, KETTERING, OH 45429"
02OH4244,OLYMPIA HEALTH FOOD CNT  @,"4077 E. TOWN & COUNTRY, DAYTON, OH 45429"
02OH4320,DAVES SUPERMARKET - COLUMBUS,"PO BOX 228000, BEDFORD HEIGHTS, OH 44122"
02OH4771,TOOMEY NATURAL FOODS,"914 LILA AVE, MILFORD, OH 45150"
02OH4771,TOOMEY NATURAL FOODS   CW,"914 LILA AVE    W, MILFORD, OH 45150"
02OH4771,TOOMEY NATURAL FOODS    CW,"914 LILA AVENUE, ROUTE 50, MILFORD, OH 45150"
02OH4990,SUSANS NATURAL WORLD,"8315 BEECHMONT AVE #50, CINCINNATI, OH 45255"
02OH5100,HEALTH FOODS UNLIMITED,"2250 MIAMISBURG-CTRVLE, CENTERVILLE, OH 45459"
02OH5100,HEALTH FOODS UNLIMITED,"2250 MIAMISBURG CENTER RD, DAYTON, OH 45459"
02OH5151,DOWN TO EARTH NAT FOODS,"104 W GANBIER ST, MOUNT VERNON, OH 43050"
02OH5151,DOWN TO EARTH NATURAL FOODS,"104 W GAMBIER ST, MT VERNON, OH 43050-2422"
02OH5245,JUNGLE JIM'S EASTGATE LLC,"4450 EASTGATE S DR, CINCINNATI, OH 45245"
02OH5505,COMFREY CORNER INC.,"1145 PARK AVE W, MANSFIELD, OH 44906"
02OH5505,"COMFREY CORNER, INC","1145 PARK AVE WEST, MANSFIELD, OH 44906"
02OH5505,"COMFREY CORNER, INC      @","1145 PARK AVENUE WEST, MANSFIELD, OH 44906"
02OH5856,HSU & CO #1,"2007 MORSE RD, COLUMBUS, OH 43229"
02OH6000,JUNGLE JIMS MARKET INC,"5440 DIXIE HWY, FAIRFIELD, OH 45014"
